ADSL,Cablemodem,Fibra Ã³ptica,Wireless,Otros,Total_conexion,Accesos por cada 100 hab,Accesos por cada 100 hogares,Banda ancha fija,Dial up,Hasta 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,Otros Mbps,Total suma Mbps
295051,405807,45721,37112,19307,802998,23,72.12,802861,137,568,1241,213353,199381,92095,58797,210562,27001,802998
26419,70720,555,4185,3613,105492,11,43.38,105491,1,133,909,33287,57418,4658,292,3994,4801,105492
12854,26491,0,0,3100,39655,23,76.81,39366,289,11,0,22094,5414,3726,481,937,6992,39655
149605,11752,59949,1808,7620,223876,13,53.23,223854,22,52,97,45913,54610,33126,3246,84195,2637,223876
635651,2441248,804991,93444,57927,4033261,23,68.98,4028195,5066,36939,31197,1109865,242243,214171,213588,2176242,9016,4033261
163060,1142528,39890,4815,29237,1379530,45,108.31,1378140,1390,135,244,160210,78123,60208,80269,1000073,268,1379530
26870,5115,17856,3220,2233,52396,13,49.41,52395,1,71,0,8843,8740,11436,591,20406,2309,52396
44332,61200,23687,7997,1875,139091,12,43.03,139088,3,301,112,24782,22479,26802,15701,40949,7965,139091
45703,39756,3040,23363,18712,130574,21,68.35,129749,825,106,109,88157,21824,12046,2818,1112,4402,130574
50102,61495,3146,5626,529,125659,11,42.43,125656,3,67,527,31900,26321,25687,9383,26789,4985,125659
267396,439322,125620,52827,17536,902701,24,78.08,902646,55,119,2386,214963,135262,82221,70013,384169,13568,902701
85683,113670,15653,20206,12169,247381,18,59.47,247368,13,105,2911,65659,53556,40755,16600,53141,14654,247381
21264,10789,2432,15341,3800,50206,8,32.49,50206,0,56,0,23540,7606,7181,1197,8946,1680,50206
32850,52815,15639,1077,347,105851,14,53.46,105851,0,49,182,23772,14379,44930,446,19282,2811,105851
9009,58945,15432,12194,1315,96895,27,81.77,96779,116,298,554,70184,8124,6562,2396,6257,2520,96895
17513,34984,1,2500,300,52778,13,50.11,52775,3,18,1,36906,6060,4633,181,4979,0,52778
91842,68364,36083,18331,8330,215453,11,38.63,214838,615,28,40,146312,11172,40396,3378,11557,2570,215453
49462,79855,6589,4359,6896,147161,12,42.64,147161,0,51,524,39988,26078,26445,14810,32264,7001,147161
30468,70614,13732,17689,6320,133135,20,67.0,132762,373,116,327,56434,8478,5791,5493,50776,5720,133135
48991,42022,17826,13994,18377,141210,19,61.09,140709,501,125,466,70305,4153,13131,3512,29372,20146,141210
56659,87817,30604,5858,6452,187390,13,54.04,187388,2,109,514,41443,68829,15188,8291,46697,6319,187390
40072,7004,6599,10468,8453,72596,9,36.32,72340,256,25,194,61316,740,5126,332,275,4588,72596
8417,11767,27,63019,36205,119435,23,81.68,119287,148,58,0,14020,3490,2688,62239,22,36918,119435
12347,19657,1041,4659,297,40674,11,37.0,40477,197,47,0,27173,4382,6634,1033,647,758,40674
287271,414746,62692,38712,17392,820813,23,73.58,820676,137,518,891,206372,203793,94246,65145,226246,23602,820813
26812,70522,570,5169,3596,106669,11,43.75,106668,1,123,909,34518,57590,4666,411,4520,3932,106669
12853,26439,6,0,3160,39614,23,76.27,39325,289,17,0,21881,6119,3497,488,922,6690,39614
149322,11150,68043,1834,7400,231089,14,54.78,231067,22,29,97,44095,54334,32155,4105,93594,2680,231089
629679,2452056,821597,98806,57864,4060002,23,69.11,4054936,5066,36939,31187,1108368,240520,163747,222061,2246313,10867,4060002
159805,1145093,39980,5559,29236,1379673,45,108.42,1378283,1390,135,244,159662,76753,56457,83255,1003041,126,1379673
26316,4409,18688,3220,2233,51968,12,48.9,51967,1,71,0,7423,8455,10115,712,22996,2196,51968
43214,61251,25426,8004,1875,139770,12,43.14,139767,3,301,112,24357,22102,27556,14496,42462,8384,139770
45501,40960,3444,23723,18712,132340,21,68.99,131515,825,106,109,86986,21401,15392,2844,1112,4390,132340
49160,62876,3337,5949,5303,126625,11,42.66,126622,3,67,527,31544,26223,26169,9001,27641,5453,126625
260350,444695,134634,54137,17065,910881,24,78.59,910826,55,93,2386,211799,135092,74659,71984,402191,12677,910881
83688,118424,16846,20836,12169,251963,18,60.44,251950,13,105,2911,67255,56060,42432,15774,54600,12826,251963
20663,11412,2562,15669,3800,50686,8,32.73,50686,0,56,0,22409,7569,7916,1215,9579,1942,50686
32254,54324,17322,2677,3879,110456,14,55.63,110456,0,49,175,23735,17293,40649,568,25609,2378,110456
8946,58711,15779,12369,13,97105,27,81.78,96989,116,298,554,68200,7864,7611,2786,7368,2424,97105
17363,34984,1,2500,300,52628,13,49.81,52625,3,18,1,36749,5968,4604,215,5074,-1,52628
91844,69295,38619,18332,8330,218923,11,39.15,218308,615,28,40,134386,11216,52533,4061,16615,44,218923
48292,82339,7064,4796,6896,149387,12,43.17,149387,0,51,524,40949,25503,27101,14050,32953,8256,149387
30223,70457,14171,17752,6320,133235,20,66.84,132862,373,116,327,56171,8443,5903,5677,50840,5758,133235
48777,42192,17828,13994,18377,141168,19,60.88,140667,501,125,466,70011,4187,13045,3642,29589,20103,141168
54768,89187,31498,5669,6452,187574,13,53.93,187572,2,109,20,40785,68149,9164,8139,54889,6319,187574
40072,11589,6671,11482,8453,78267,10,39.06,78011,256,25,194,60439,858,11494,340,276,4641,78267
8417,10678,28,63826,36205,119154,23,81.24,119006,148,58,0,11889,2926,4429,62913,22,36917,119154
12347,23089,5975,4264,3900,46065,12,41.65,45868,197,50,0,30655,8334,6987,1337,647,-1945,46065
277012,421480,70976,3914,17519,826127,23,73.92,825990,137,518,891,201632,204458,91846,65476,236924,24382,826127
26468,75849,570,5158,3596,111641,11,45.67,111640,1,123,909,33884,58464,8549,700,4868,4144,111641
12853,27247,6,0,3160,40422,23,77.35,40133,289,17,0,21379,1468,4317,486,919,11836,40422
147199,12185,69954,1834,7400,231912,14,54.82,231890,22,29,97,42810,53416,25255,4188,103437,2680,231912
603255,2503830,854173,113546,57547,4132351,23,70.0,4127167,5184,37192,31178,1096049,244001,140322,236897,2337604,9108,4132351
148989,1175097,41318,558,29371,1400355,45,110.14,1398747,1608,294,603,157558,73568,43859,86655,1037752,66,1400355
20305,9426,22331,1449,2233,55744,13,52.34,55743,1,71,0,7219,9091,6828,4941,25388,2206,55744
39826,62948,27584,8018,2353,140729,12,43.33,140726,3,301,112,23444,21574,24032,16069,47239,7958,140729
49271,41497,6081,23682,18706,139237,22,72.29,138412,825,104,105,89639,22605,16604,3896,1112,5172,139237
46648,67262,3731,6557,5303,129501,11,43.54,129498,3,67,645,29419,27037,24524,10059,32697,5053,129501
239780,467782,151855,55944,15519,930880,25,80.12,930818,62,99,2452,201757,136516,66950,70824,442357,9925,930880
77836,124957,17856,23786,13197,257632,18,61.66,257617,15,107,3024,63518,55349,39468,18484,61605,16077,257632
19571,12509,3610,1569,1710,51551,8,33.23,51551,0,381,0,22364,7310,7460,1341,11077,1618,51551
24738,60800,19611,2731,3968,111848,14,56.18,111848,0,48,175,24182,16577,37908,607,29950,2401,111848
9017,57014,17132,13209,1295,97667,27,82.08,97551,116,298,554,64146,7769,8128,3399,9311,4062,97667
11627,54255,9445,6245,300,81602,20,76.98,81599,3,18,1,5312,5971,23298,4825,42158,19,81602
91503,70834,44696,21811,8270,229671,11,40.97,229052,619,36,31,137462,10886,56117,4403,20686,50,229671
44960,87861,10376,5317,7662,156176,12,45.01,156176,0,51,5,41643,25907,25811,16172,38308,8279,156176
30083,72690,15619,19218,6400,138250,21,69.14,137877,373,112,327,57713,8631,5871,5943,54008,5645,138250
48189,43761,18727,15031,18376,144084,19,61.94,143583,501,125,557,69356,3663,15019,3867,31488,20009,144084
51396,96016,32050,5724,6453,191639,13,54.93,191637,2,101,20,42543,67012,7099,9654,58882,6328,191639
40072,12369,6673,11372,8447,78933,10,39.28,78677,256,18,333,59989,784,12550,340,278,4641,78933
8417,11308,28,6686,36205,122818,24,83.48,122670,148,60,0,11752,2703,5418,65946,22,36917,122818
12347,22967,6328,4269,3071,48982,13,44.01,48785,197,50,0,30595,8463,6888,1575,676,735,48982
256741,431915,90424,43997,17523,840600,24,75.07,840449,151,467,896,202018,204077,80452,75195,262124,15371,840600
20734,83770,909,5081,3596,114090,12,46.56,114089,1,123,909,32034,62224,10359,811,6064,1566,114090
12853,22504,6,140,3160,35693,20,67.89,35404,289,17,0,21335,6913,4580,476,889,1483,35693
110429,48359,71683,1837,7430,233051,14,54.93,233026,25,32,97,40224,51648,23732,5022,109616,2680,233051
585729,2595485,885613,120228,64554,4251609,24,71.68,4246425,5184,37193,31149,1108940,248153,141383,192797,2482266,9728,4251609
142902,1192107,42966,6059,29371,1413405,46,111.27,1411797,1608,295,603,156978,67013,39785,73502,1075229,0,1413405
18413,11709,22331,1568,2233,56254,13,52.71,56253,1,71,0,6755,8428,10517,1659,26618,2206,56254
38258,63659,27583,8018,2353,139871,11,42.96,139868,3,301,112,22545,20986,23852,14412,49705,7958,139871
49269,55794,8946,23376,18681,156066,25,80.71,155266,800,104,105,89168,26281,18538,5320,1643,14907,156066
44805,69403,7542,6766,5303,133819,12,44.9,133816,3,67,645,29629,28478,24792,9687,35468,5053,133819
229275,477223,167495,57617,15178,946788,25,81.28,946726,62,99,2452,204989,141285,65050,47198,476459,9256,946788
74443,128752,20485,235,13195,260375,19,62.18,260360,15,107,3024,61354,59776,39114,16284,67961,12755,260375
18093,14111,4730,1569,1710,52795,9,33.96,52795,0,381,0,22778,7142,6978,1192,12707,1617,52795
23554,60758,19926,2952,3968,111158,14,55.69,111158,0,48,175,23884,16417,37755,561,29917,2401,111158
9015,57881,17817,14479,1295,100487,28,84.28,100371,116,298,313,65063,7395,8737,4023,10506,4152,100487
11329,54744,9444,6613,300,82160,21,77.26,82157,3,18,1,5366,5979,23315,4868,42613,0,82160
91474,71247,70579,21811,8280,255939,13,45.55,255320,619,36,31,151871,12640,62628,7596,21087,50,255939
43230,89469,10969,7198,7662,158528,12,45.57,158528,0,51,5,41932,25099,26079,14792,42291,8279,158528
29650,73794,16455,1927,6400,139809,21,69.71,139436,373,112,327,57441,8566,6234,3631,57919,5579,139809
47934,44519,18725,15031,18376,144585,19,61.97,144084,501,125,557,68991,3730,14880,2282,34011,20009,144585
49212,98318,36126,5724,6453,195833,14,55.96,195831,2,101,20,41431,70104,6962,3878,67010,6327,195833
40072,12922,6670,11372,8447,79483,10,39.46,79227,256,18,333,59873,752,13250,338,278,4641,79483
8417,11884,27,68856,2868,117864,23,79.87,117716,148,60,0,11552,2405,6491,67942,22,29392,117864
12347,22961,6328,4269,3071,48976,13,43.75,48779,197,50,0,30561,8365,6799,1788,678,735,48976
245929,443156,93412,43447,1564,841584,24,75.02,841433,151,467,579,193207,201250,83941,55080,290793,16267,841584
19939,85535,909,6147,2928,115458,12,47.0,115457,1,123,909,32752,61838,11274,801,6863,898,115458
12853,36958,6,160,3900,50223,28,94.95,49934,289,17,0,23723,13397,9782,1433,976,895,50223
104489,53868,70964,2408,7430,232472,14,54.64,232447,25,32,97,39446,50293,21986,5300,115154,164,232472
426325,2706506,1176024,126887,73415,4509157,25,75.66,4502772,6385,37821,11026,352950,331292,297296,196021,3259793,22958,4509157
111360,1205128,60005,5679,29947,1412119,46,111.27,1409935,2184,563,1695,47133,81899,66135,66755,1147939,0,1412119
16385,13858,25100,1512,2235,59090,14,55.25,59089,1,71,0,6038,7855,9804,3262,29827,2233,59090
35548,63145,34688,8005,2359,143745,12,44.05,143740,5,461,112,18845,22678,21937,13692,58435,7585,143745
46361,57412,9655,28041,18839,160308,25,82.57,159364,944,126,1294,63698,39568,31175,5780,2904,15763,160308
42523,71183,10138,6778,529,135912,12,45.51,135908,4,67,645,28830,26368,22922,10087,39911,7082,135912
212011,487489,217214,61277,8779,986770,26,84.51,986693,77,100,2479,184548,130892,76246,41198,538700,12607,986770
70459,133387,23452,25022,12726,265046,19,63.16,265024,22,107,3024,56043,49636,38295,24068,77290,16583,265046
17211,15111,5151,16018,1720,53663,9,34.45,53663,0,84,0,22908,6983,6811,1135,13775,1967,53663
22330,60511,24156,2927,3991,113915,15,56.92,113915,0,58,175,22446,16793,38134,564,33421,2324,113915
8175,58000,20192,19286,1354,107007,30,89.57,106834,173,301,493,64840,9082,12259,4821,12184,3027,107007
10387,56651,9446,6613,310,83128,21,77.92,83124,4,18,1,5018,5437,23559,5671,43424,0,83128
59842,71553,109667,24666,1859,267587,13,47.51,266783,804,156,1463,66428,30308,75214,18621,75031,366,267587
41778,92068,22035,7649,7602,171132,13,49.06,171132,0,51,5,41916,23554,26721,15954,54596,8335,171132
29175,72761,23253,21531,7460,147466,22,73.3,146989,477,140,940,42313,13264,10515,3310,69217,7767,147466
42037,44495,32212,16558,18451,153753,20,65.69,153189,564,156,1174,38373,19878,31255,4130,36142,22645,153753
46972,99808,39555,5882,7188,199405,14,56.81,199399,6,114,20,40673,69324,6642,3535,72622,6475,199405
35868,13102,11072,11423,8493,79958,10,39.59,79667,291,44,1442,28906,10955,23978,398,9800,4435,79958
8472,11064,30,7056,28723,118849,23,80.3,118662,187,62,264,8550,4276,9107,67363,9,29218,118849
10790,22902,10031,4346,4170,48486,13,43.05,48276,210,52,297,20305,11641,13054,1770,876,491,48486
233427,444373,128856,43556,16229,866441,24,77.09,866265,176,467,581,169706,206856,85690,62349,322015,18777,866441
19032,86563,1088,6256,2922,115861,12,47.05,115859,2,178,909,31915,61524,12205,800,7537,793,115861
13317,38148,426,1240,3420,52357,29,98.4,52042,315,26,385,13505,16534,16562,1748,1017,2580,52357
97830,59022,78790,2511,4860,238639,14,55.93,238609,30,39,97,37321,48736,21023,5326,125857,240,238639
392045,2728865,1242121,125521,66872,4555424,26,76.08,4549131,6293,31591,30056,313382,321756,290127,161183,3381049,26280,4555424
102290,1217225,62308,5784,29934,1417541,46,111.8,1415378,2163,527,5575,39918,77390,61053,43289,1188072,1717,1417541
14181,15517,29118,1328,2234,62378,15,58.21,62377,1,71,456,4386,7009,8773,3761,35715,2207,62378
32391,64546,36662,8164,2356,144119,12,44.06,144114,5,461,1099,16888,21235,20898,13012,62946,7580,144119
44133,66667,9184,30592,21052,171628,27,88.05,170701,927,113,1677,61369,31856,33080,13871,14055,15607,171628
40462,79093,10875,6774,5374,142578,13,47.64,142574,4,67,4029,24563,25665,27077,10452,43631,7094,142578
195610,501799,235838,60843,9713,1003803,26,85.76,1003729,74,100,12782,165922,126009,73967,34892,577027,13104,1003803
67159,138986,23091,26098,12592,267926,19,63.7,267904,22,107,5745,50075,49620,42294,21578,81757,16750,267926
16397,15927,5146,16876,2020,54548,9,34.96,54548,0,97,448,24113,6945,6613,716,15028,588,54548
21307,60616,25949,4662,3975,116509,15,58.06,116509,0,58,1761,22141,16321,37923,576,35287,2442,116509
8003,58978,21739,19903,1109,109732,30,91.66,109560,172,301,2223,62812,9869,12044,5250,14400,2833,109732
9103,59228,9546,6395,310,84303,21,78.77,84299,4,18,778,3576,4692,23624,5645,45970,0,84303
49464,74145,123228,26969,1379,275185,14,48.74,274399,786,114,3355,51230,26407,74178,21566,95048,3287,275185
39147,91752,25178,7807,7624,171508,13,49.04,171508,0,51,3873,35655,22261,26855,15854,58610,8349,171508
28443,73200,24193,23098,7450,149679,22,74.17,149208,471,137,1123,39856,15623,11163,2654,71238,7885,149679
38662,45366,38037,16815,18494,157374,21,67.04,156821,553,116,1383,35565,18859,26926,14144,37729,22652,157374
44714,98667,40994,595,719,197515,14,56.11,197510,5,114,1725,35576,68246,6313,2214,76838,6489,197515
34038,14449,11294,20723,7674,88178,11,43.55,87888,290,26,2269,32356,11914,25144,2088,11916,2465,88178
7987,11296,31,71809,28721,119844,23,80.72,119659,185,61,643,8287,3837,9802,68612,13,28589,119844
10537,23420,10766,3974,4050,49102,13,43.34,48898,204,51,6898,12710,11502,12277,2628,2551,485,49102
213486,444609,146552,45261,20571,870479,24,77.3,870364,115,468,12435,143796,208361,84787,58018,344170,18444,870479
18118,87979,1093,6349,2922,116461,12,47.17,116459,2,178,1401,30220,61170,13542,849,8309,792,116461
13031,38700,416,1240,3400,52611,29,98.29,52298,313,24,894,12849,15640,18034,1767,982,2421,52611
92532,62396,86174,3995,4870,245584,14,57.39,245554,30,39,2212,36028,46961,21014,5211,133846,273,245584
350652,2719613,1399043,126847,71028,4667183,26,77.58,4660984,6199,30639,28323,295238,307554,273954,129869,3535757,65849,4667183
145491,1232226,121506,5757,31791,1536771,50,121.31,1534626,2145,517,5980,36036,72434,55372,31571,1229254,105607,1536771
11928,9430,42087,1329,2234,67008,16,62.4,67007,1,71,413,3678,6155,7165,3393,43926,2207,67008
29552,61284,42194,8178,2356,143564,12,43.79,143559,5,461,1047,17603,20109,8391,15974,76271,3708,143564
45377,69242,9574,29784,8828,162805,26,83.19,161901,904,109,1444,45804,31217,34290,14526,15394,20021,162805
38468,75769,18181,7256,5323,144997,13,48.35,144993,4,67,3937,24253,24842,8001,21719,55071,7107,144997
179181,467595,308895,61107,9657,1026435,27,87.48,1026367,68,99,11971,160486,120485,71923,28645,619400,13426,1026435
63794,131029,35839,26098,12592,269352,19,63.9,269330,22,107,5656,48637,48557,18512,32355,98769,16759,269352
15397,25487,9875,1691,2120,67881,11,43.42,67881,0,97,407,23834,19706,6330,591,16326,590,67881
20303,54495,34184,3955,2377,115314,15,57.32,115314,0,58,1829,19458,15790,37786,549,37391,2453,115314
7796,59273,22994,202,1264,111527,31,92.98,111356,171,68,1887,62546,9842,11800,5247,17125,3012,111527
7759,52656,19189,6395,310,86030,21,80.14,86026,4,18,728,3179,3890,23814,5481,48920,0,86030
37663,77504,135504,26964,1927,279562,14,49.39,278785,777,103,2954,44961,22557,64138,19543,121366,3940,279562
37208,89260,33649,11074,7622,178813,14,51.0,178813,0,51,3808,37254,21712,12774,19757,75107,8350,178813
29749,74905,28824,27371,1119,161968,24,80.02,161500,468,134,999,38826,15066,9205,2039,76982,18717,161968
36050,47040,40946,1676,18968,159764,21,67.85,159216,548,111,1227,33364,17938,27168,13714,41972,24270,159764
42665,96178,47076,10068,719,203177,14,57.54,203172,5,114,1530,33732,72661,6012,1156,81478,6494,203177
38570,19734,12328,21859,7916,100407,13,49.46,100126,281,24,2027,30385,11276,24649,3728,16701,11617,100407
6860,29034,248,70614,14985,121741,23,81.76,121559,182,60,306,6840,21217,11052,67438,13,14815,121741
10170,23725,10815,3896,5790,49185,13,43.15,48987,198,52,6841,12348,11369,11885,2454,3592,644,49185
198492,428233,189503,43081,1955,878859,24,77.9,878749,110,468,11757,138534,204381,74133,58114,373888,17584,878859
16561,80338,11605,6618,2922,118044,12,47.7,118042,2,178,1401,29581,59931,14606,883,10672,792,118044
12754,39837,403,1250,6510,53770,30,99.86,53458,312,22,831,12052,14828,19968,1712,1006,3351,53770
85893,15327,148823,3997,4870,254527,15,59.31,254497,30,39,2195,34461,43513,23634,4863,145541,281,254527
339648,2748325,1436433,126846,70416,4721668,26,78.11,4715469,6199,29985,27709,290315,297915,267044,124190,3618689,65821,4721668
140791,1240125,129218,5758,31787,1547679,50,122.28,1545534,2145,517,5742,34371,67829,51946,28692,1253105,105477,1547679
10010,10495,46224,1329,2235,70293,17,65.33,70292,1,71,384,3107,5389,5099,3737,50298,2208,70293
27164,61800,44645,8178,2359,144146,12,43.86,144141,5,461,987,16782,18938,8049,15828,79390,3711,144146
45377,72212,9574,29784,8831,165778,26,84.38,164874,904,109,1444,45707,30940,34682,15309,17563,20024,165778
36508,77140,18619,7256,5323,144846,13,48.21,144842,4,67,3865,23427,23948,7776,21706,56950,7107,144846
163770,465461,338570,6107,9797,1038668,27,88.31,1038600,68,99,11312,153324,111615,70989,27112,650344,13873,1038668
60345,132952,36971,26098,12593,268959,19,63.67,268937,22,107,5549,47210,46855,18263,32021,102195,16759,268959
14470,25880,11041,16935,2120,68538,11,43.76,68537,1,97,307,23538,19545,6194,564,17704,589,68538
19257,52978,40172,4033,2383,118823,15,58.91,118823,0,58,1879,19135,15254,36083,519,45895,0,118823
7796,60078,23551,20216,4451,116092,32,96.59,115921,171,68,1887,61540,9653,11592,5609,22731,3012,116092
6842,53899,19697,6395,310,86864,21,80.66,86860,4,18,689,2842,3375,24219,5331,50390,0,86864
37659,78858,142615,27625,2766,289523,14,51.03,288746,777,103,2953,44232,21977,48201,17243,150043,4771,289523
35513,88902,39046,11074,7622,182157,14,51.82,182157,0,51,3749,36628,20758,12676,19615,80330,8350,182157
29352,75815,29396,27482,1116,163161,24,80.37,162693,468,134,991,38485,14080,9200,6700,78713,14858,163161
35552,48260,41017,1676,18969,160558,21,67.98,160010,548,111,1221,32936,17860,27934,13629,42596,24271,160558
40006,96984,50254,10082,7215,204541,14,57.76,204536,5,114,1490,32923,71199,5662,1001,85661,6491,204541
38570,22723,12328,2186,7918,103399,13,50.8,103118,281,24,2027,30324,11247,22157,6780,19221,11619,103399
6860,29363,248,70614,14985,122070,23,81.74,121888,182,60,307,6563,20813,12061,67438,13,14815,122070
10170,24047,10815,3896,5820,49510,13,43.19,49312,198,52,6841,12342,11313,11378,2333,4604,647,49510
183740,426255,215189,43079,19547,887810,25,78.55,887700,110,468,11132,132709,198588,70897,57455,396352,20209,887810
15385,80937,13170,6618,2922,119032,12,47.98,119030,2,178,1384,28357,58982,16087,910,12342,792,119032
12754,39963,403,1250,6510,53896,30,99.51,53584,312,22,831,12002,14815,20102,1752,1021,3351,53896
77738,18518,162345,3997,5190,263117,15,61.14,263087,30,39,2047,32571,39018,25214,4348,159600,280,263117
